S47,S47_S47_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S48,S48_S48_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S49,S49_S49_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S4,S4_S4_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S50,S50_S50_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S51,S51_S51_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S52,S52_S52_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S53,S53_S53_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S54,S54_S54_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S55,S55_S55_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S56,S56_S56_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S57,S57_S57_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S58,S58_S58_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S59,S59_S59_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S5,S5_S5_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S60,S60_S60_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S61,S61_S61_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S62,S62_S62_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S63,S63_S63_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S64,S64_S64_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S65,S65_S65_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S66,S66_S66_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S67,S67_S67_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S68,S68_S68_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S69,S69_S69_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S6,S6_S6_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S70,S70_S70_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S71,S71_S71_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S72,S72_S72_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S73,S73_S73_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S74,S74_S74_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S75,S75_S75_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S76,S76_S76_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S77,S77_S77_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S78,S78_S78_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S79,S79_S79_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S7,S7_S7_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S80,S80_S80_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S81,S81_S81_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S82,S82_S82_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S83,S83_S83_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S84,S84_S84_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S85,S85_S85_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S86,S86_S86_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S87,S87_S87_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S88,S88_S88_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S89,S89_S89_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S8,S8_S8_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S90,S90_S90_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S91,S91_S91_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S92,S92_S92_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S93,S93_S93_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S94,S94_S94_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S95,S95_S95_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S96,S96_S96_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
S9,S9_S9_L001_R1_001.fastq.gz,TrueSeq3-PE-2.fa,phred33
